0.000000	-0.097937	0.100000	-0.096343	0.095143	0.588110
0.100000	-0.195873	0.090206	-0.183352	0.081044	0.699486
0.200000	-0.284246	0.070619	-0.252579	0.059069	0.991511
0.300000	-0.353465	0.042194	-0.297274	0.031352	1.353638
0.400000	-0.394846	0.006848	-0.313063	0.000585	1.648539
0.500000	-0.401564	-0.032637	-0.298399	-0.030238	1.764175
0.600000	-0.369553	-0.072793	-0.254719	-0.058119	1.656566
0.700000	-0.298206	-0.109748	-0.186301	-0.080350	1.366639
0.800000	-0.190759	-0.139569	-0.099815	-0.094772	1.004544
0.900000	-0.054286	-0.158645	-0.003660	-0.099987	0.707597
1.000000	0.100693	-0.164073	0.092847	-0.095490	0.588195
1.100000	0.260927	-0.154004	0.180360	-0.081718	0.691474
1.200000	0.411409	-0.127911	0.250381	-0.060005	0.978374
1.300000	0.536548	-0.086770	0.296085	-0.032458	1.340296
1.400000	0.621563	-0.033116	0.313000	-0.001755	1.639998
1.500000	0.654043	0.029041	0.299467	0.029119	1.763625
1.600000	0.625559	0.094445	0.256815	0.057160	1.664158
1.700000	0.533046	0.157001	0.189219	0.079643	1.379428
1.800000	0.379660	0.210305	0.103271	0.094386	1.017617
1.900000	0.174867	0.248271	0.007319	0.099960	0.715943
2.000000	-0.066192	0.265758	-0.089339	0.095825	0.588601
2.100000	-0.323843	0.259139	-0.177343	0.082381	0.683729
2.200000	-0.575223	0.226755	-0.248149	0.060933	0.965350
2.300000	-0.795768	0.169232	-0.294856	0.033561	1.326869
2.400000	-0.960993	0.089656	-0.312894	0.002925	1.631206
2.500000	-1.048828	-0.006444	-0.300495	-0.027996	1.762754
2.600000	-1.042506	-0.111327	-0.258875	-0.056192	1.671480
2.700000	-0.933521	-0.215577	-0.192110	-0.078925	1.392102
2.800000	-0.723674	-0.308929	-0.106712	-0.093987	1.030773
2.900000	-0.425412	-0.381297	-0.010977	-0.099919	0.724539
3.000000	-0.060358	-0.423838	0.085820	-0.096146	0.589328
3.100000	0.343090	-0.429873	0.174303	-0.083033	0.676255
3.200000	0.751927	-0.395565	0.245883	-0.061852	0.952445
3.300000	1.129935	-0.320372	0.293586	-0.034658	1.313362
3.400000	1.438871	-0.207378	0.312745	-0.004093	1.622167
3.500000	1.640854	-0.063491	0.301481	0.026869	1.761560
3.600000	1.703097	0.100594	0.260900	0.055217	1.678529
3.700000	1.604581	0.270904	0.194975	0.078197	1.404654
3.800000	1.342062	0.431362	0.110139	0.093576	1.044006
3.900000	0.931898	0.565568	0.014633	0.099865	0.733380
4.000000	0.406184	0.658758	-0.082289	0.096454	0.590376
4.100000	-0.194320	0.699377	-0.171239	0.083674	0.669057
4.200000	-0.825830	0.679944	-0.243585	0.062763	0.939665
4.300000	-1.442634	0.597361	-0.292277	0.035751	1.299785
4.400000	-1.994410	0.453098	-0.312554	0.005262	1.612886
4.500000	-2.423846	0.253657	-0.302426	-0.025739	1.760046
4.600000	-2.670023	0.011273	-0.262889	-0.054235	1.685300
4.700000	-2.681081	-0.255730	-0.197813	-0.077458	1.417077
4.800000	-2.432936	-0.523838	-0.113550	-0.093152	1.057306
4.900000	-1.942233	-0.767132	-0.018286	-0.099797	0.742460
5.000000	-1.261347	-0.961355	0.078748	-0.096748	0.591743
5.100000	-0.456959	-1.087490	0.168153	-0.084302	0.662137
5.200000	0.411681	-1.133185	0.241253	-0.063665	0.927019
5.300000	1.300238	-1.092017	0.290928	-0.036838	1.286143
5.400000	2.170932	-0.961994	0.312319	-0.006429	1.603368
5.500000	2.975679	-0.744900	0.303329	0.024605	1.758212
5.600000	3.640698	-0.447332	0.264841	0.053245	1.691790
5.700000	4.065041	-0.083263	0.200624	0.076708	1.429365
5.800000	4.146627	0.323241	0.116944	0.092715	1.070668
5.900000	3.835021	0.737904	0.021936	0.099715	0.751774
6.000000	3.175064	1.121406	-0.075196	0.097030	0.593429
6.100000	2.291465	1.438913	-0.165043	0.084920	0.655500
6.200000	1.318985	1.668059	-0.238888	0.064558	0.914512
6.300000	0.342621	1.799958	-0.289539	0.037920	1.272444
6.400000	-0.612733	1.834220	-0.312042	0.007595	1.593618
6.500000	-1.559893	1.772946	-0.304191	-0.023468	1.756060
6.600000	-2.520917	1.616957	-0.266757	-0.052249	1.697995
6.700000	-3.500872	1.364866	-0.203406	-0.075948	1.441511
6.800000	-4.461144	1.014778	-0.120323	-0.092266	1.084083
6.900000	-5.294370	0.568664	-0.025582	-0.099620	0.761317
7.000000	-5.822645	0.039227	0.071635	-0.097298	0.595432
7.100000	-5.861117	-0.543038	0.161912	-0.085525	0.649150
7.200000	-5.354196	-1.129149	0.236492	-0.065442	0.902151
7.300000	-4.467324	-1.664569	0.288111	-0.038997	1.258697
7.400000	-3.490634	-2.111301	0.311722	-0.008760	1.583642
7.500000	-2.649476	-2.460365	0.305011	0.022328	1.753589
7.600000	-2.031694	-2.725312	0.268636	0.051245	1.703912
7.700000	-1.635016	-2.928482	0.206161	0.075178	1.453507
7.800000	-1.427532	-3.091983	0.123684	0.091804	1.097545
7.900000	-1.378885	-3.234736	0.029224	0.099511	0.771084
8.000000	-1.470127	-3.372625	-0.068064	0.097553	0.597752
8.100000	-1.694759	-3.519638	-0.158760	0.086119	0.643088
8.200000	-2.056851	-3.689114	-0.234063	0.066317	0.889943
8.300000	-2.567532	-3.894799	-0.286643	0.040069	1.244907
8.400000	-3.238517	-4.151552	-0.311360	0.009924	1.573445
8.500000	-4.069238	-4.475404	-0.305789	-0.021186	1.750803
8.600000	-5.022819	-4.882327	-0.270478	-0.050234	1.709538
8.700000	-5.989688	-5.384609	-0.208887	-0.074398	1.465348
8.800000	-6.757263	-5.983578	-0.127028	-0.091330	1.111045
8.900000	-7.046800	-6.659304	-0.032862	-0.099389	0.781070
9.000000	-6.686465	-7.363984	0.064485	-0.097794	0.600386
9.100000	-5.820895	-8.032631	0.155586	-0.086700	0.637319
9.200000	-4.855508	-8.614720	0.231603	-0.067183	0.877894
9.300000	-4.144944	-9.100271	0.285137	-0.041134	1.231084
9.400000	-3.832160	-9.514766	0.310954	-0.011086	1.563033
9.500000	-3.920319	-9.897982	0.306524	0.020040	1.747701
9.600000	-4.367400	-10.290014	0.272282	0.049217	1.714869
9.700000	-5.114185	-10.726754	0.211583	0.073607	1.477026
9.800000	-6.059952	-11.238172	0.130355	0.090843	1.124577
9.900000	-7.012226	-11.844167	0.036495	0.099253	0.791267
10.000000	-7.660705	-12.545390	-0.060897	0.098022	0.603334
